Year,Jurisdiction,Category,Tonnes
2010-2011,WA,Hazardous,341
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,1
2010-2011,WA,Hazardous,924
2010-2011,WA,Hazardous,2844
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,1
2010-2011,WA,Hazardous,924
2010-2011,WA,Hazardous,2844
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,41561
2010-2011,WA,Hazardous,1016
2010-2011,WA,Hazardous,46971
2010-2011,WA,Hazardous,9752
2010-2011,WA,Hazardous,41561
2010-2011,WA,Hazardous,1016
2010-2011,WA,Hazardous,46971
2010-2011,WA,Hazardous,9752
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,33
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,289
2010-2011,WA,Hazardous,33
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,289
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,209
2010-2011,WA,Hazardous,3855
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,209
2010-2011,WA,Hazardous,3855
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,1972
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,25
2010-2011,WA,Hazardous,81
2010-2011,WA,Hazardous,1972
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,25
2010-2011,WA,Hazardous,81
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,745
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,745
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,5514
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,5514
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,11495
2010-2011,WA,Hazardous,46620
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,5748
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,11495
2010-2011,WA,Hazardous,46620
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,5748
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,11148
2010-2011,WA,Hazardous,0
2010-2011,WA,Hazardous,1154
2010-2011,WA,Hazardous,3207
2010-2011,WA,Hazardous,101817
2010-2011,WA,Hazardous,3072
2010-2011,WA,Hazardous,397241
2010-2011,WA,Hazardous,69746
2010-2011,WA,Hazardous,112964
2010-2011,WA,Hazardous,3072
2010-2011,WA,Hazardous,398395
2010-2011,WA,Hazardous,72953
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,78894
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,51126
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,343074
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,291360
2010-2011,WA,Masonry materials,1391393
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,136592
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,72669
2010-2011,WA,Masonry materials,0
2010-2011,WA,Masonry materials,1600653
2010-2011,WA,Masonry materials,764454
2010-2011,WA,Metals,0
2010-2011,WA,Metals,0
2010-2011,WA,Metals,0
2010-2011,WA,Metals,16749
2010-2011,WA,Metals,0
2010-2011,WA,Metals,0
2010-2011,WA,Metals,0
2010-2011,WA,Metals,33680
2010-2011,WA,Metals,0
2010-2011,WA,Metals,0
2010-2011,WA,Metals,0
2010-2011,WA,Metals,436641
2010-2011,WA,Metals,60082
2010-2011,WA,Metals,0
2010-2011,WA,Metals,25480
2010-2011,WA,Metals,0
2010-2011,WA,Metals,20763
2010-2011,WA,Metals,0
2010-2011,WA,Metals,106325
2010-2011,WA,Metals,487070
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,196387
2010-2011,WA,Organics,28723
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,355321
2010-2011,WA,Organics,51968
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,551708
2010-2011,WA,Organics,80691
2010-2011,WA,Organics,14338
2010-2011,WA,Organics,0
2010-2011,WA,Organics,32557
2010-2011,WA,Organics,1205
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,40386
2010-2011,WA,Organics,1495
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,185154
2010-2011,WA,Organics,6854
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,258096
2010-2011,WA,Organics,9554
2010-2011,WA,Organics,206649
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,44574
2010-2011,WA,Organics,1973
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,44574
2010-2011,WA,Organics,1973
2010-2011,WA,Organics,212673
2010-2011,WA,Organics,0
2010-2011,WA,Organics,93677
2010-2011,WA,Organics,7608
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,121047
2010-2011,WA,Organics,9831
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,10763
2010-2011,WA,Organics,874
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,225487
2010-2011,WA,Organics,18313
2010-2011,WA,Organics,50057
2010-2011,WA,Organics,0
2010-2011,WA,Organics,126234
2010-2011,WA,Organics,8813
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,357820
2010-2011,WA,Organics,40049
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,595812
2010-2011,WA,Organics,61669
2010-2011,WA,Organics,0
2010-2011,WA,Organics,0
2010-2011,WA,Organics,1079865
2010-2011,WA,Organics,110531
2010-2011,WA,Organics,483717
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Other,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,146578
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,750
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,70130
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,27002
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,44360
2010-2011,WA,Paper & cardboard,6282
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,142156
2010-2011,WA,Paper & cardboard,20132
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,100028
2010-2011,WA,Paper & cardboard,14166
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,0
2010-2011,WA,Paper & cardboard,286545
2010-2011,WA,Paper & cardboard,40580
2010-2011,WA,Paper & cardboard,244460
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,6056
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,1968
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,1955
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,1808
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,1904
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,374
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,288
2010-2011,WA,Plastics,45476
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,207674
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,89971
2010-2011,WA,Plastics,0
2010-2011,WA,Plastics,343121
2010-2011,WA,Plastics,14353
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",1065
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",4261
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",68835
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",9692
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",12133
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",1708
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",0
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",80968
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",11400
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",5326
2009-2010,ACT,Biosolids,0
2009-2010,ACT,Biosolids,0
2009-2010,ACT,Biosolids,0
2009-2010,ACT,Biosolids,0
2009-2010,ACT,Biosolids,0
2009-2010,ACT,Biosolids,0
2009-2010,ACT,Biosolids,0
2009-2010,ACT,Biosolids,0
2009-2010,ACT,Glass,531
2009-2010,ACT,Glass,0
2009-2010,ACT,Glass,3020
2009-2010,ACT,Glass,0
2009-2010,ACT,Glass,2699
2009-2010,ACT,Glass,0
2009-2010,ACT,Glass,6249
2009-2010,ACT,Glass,14939
2009-2010,ACT,Glass,531
2009-2010,ACT,Glass,0
2009-2010,ACT,Glass,3020
2009-2010,ACT,Glass,0
2009-2010,ACT,Glass,2699
2009-2010,ACT,Glass,0
2009-2010,ACT,Glass,6249
2009-2010,ACT,Glass,14939
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,1
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,1
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,92
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,78
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,170
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,28
2009-2010,ACT,Hazardous,102
2009-2010,ACT,Hazardous,1
2009-2010,ACT,Hazardous,79
2009-2010,ACT,Hazardous,28
2009-2010,ACT,Hazardous,102
2009-2010,ACT,Hazardous,1
2009-2010,ACT,Hazardous,79
2009-2010,ACT,Hazardous,163
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,8
2009-2010,ACT,Hazardous,17
2009-2010,ACT,Hazardous,63
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,3
2009-2010,ACT,Hazardous,7
2009-2010,ACT,Hazardous,226
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,12
2009-2010,ACT,Hazardous,23
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,52
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,3865
2009-2010,ACT,Hazardous,1060
2009-2010,ACT,Hazardous,52
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,3865
2009-2010,ACT,Hazardous,1060
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,28
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,214
2009-2010,ACT,Hazardous,57
2009-2010,ACT,Hazardous,28
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,214
2009-2010,ACT,Hazardous,57
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,4
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,1009
2009-2010,ACT,Hazardous,231
2009-2010,ACT,Hazardous,4
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,1009
2009-2010,ACT,Hazardous,231
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,2
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,5
2009-2010,ACT,Hazardous,18
2009-2010,ACT,Hazardous,2
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,5
2009-2010,ACT,Hazardous,18
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,9
2009-2010,ACT,Hazardous,9
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,9
2009-2010,ACT,Hazardous,9
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,5
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,8
2009-2010,ACT,Hazardous,37
2009-2010,ACT,Hazardous,5
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,8
2009-2010,ACT,Hazardous,37
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,5
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,3
2009-2010,ACT,Hazardous,3
2009-2010,ACT,Hazardous,5
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,3
2009-2010,ACT,Hazardous,3
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,30
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,12
2009-2010,ACT,Hazardous,12
2009-2010,ACT,Hazardous,30
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,12
2009-2010,ACT,Hazardous,12
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,975
2009-2010,ACT,Hazardous,2139
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,368
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,975
2009-2010,ACT,Hazardous,2139
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,368
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,254
2009-2010,ACT,Hazardous,0
2009-2010,ACT,Hazardous,8
2009-2010,ACT,Hazardous,17
2009-2010,ACT,Hazardous,2435
2009-2010,ACT,Hazardous,103
2009-2010,ACT,Hazardous,5501
2009-2010,ACT,Hazardous,1514
2009-2010,ACT,Hazardous,2690
2009-2010,ACT,Hazardous,103
2009-2010,ACT,Hazardous,5509
2009-2010,ACT,Hazardous,1531
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,12976
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,1666
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,922
2009-2010,ACT,Masonry materials,0
2009-2010,ACT,Masonry materials,15564
2009-2010,ACT,Masonry materials,219670
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,2064
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,30976
2009-2010,ACT,Metals,2005
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,2864
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,1742
2009-2010,ACT,Metals,0
2009-2010,ACT,Metals,6611
2009-2010,ACT,Metals,33040
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,1025
2009-2010,ACT,Organics,450
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,6585
2009-2010,ACT,Organics,2891
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,18918
2009-2010,ACT,Organics,8306
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,26528
2009-2010,ACT,Organics,11647
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,794
2009-2010,ACT,Organics,32
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,10516
2009-2010,ACT,Organics,418
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,4862
2009-2010,ACT,Organics,193
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,16173
2009-2010,ACT,Organics,642
2009-2010,ACT,Organics,166193
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,108
2009-2010,ACT,Organics,9
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,1054
2009-2010,ACT,Organics,92
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,2419
2009-2010,ACT,Organics,211
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,3581
2009-2010,ACT,Organics,312
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,6681
2009-2010,ACT,Organics,515
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,6574
2009-2010,ACT,Organics,507
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,888
2009-2010,ACT,Organics,68
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,14143
2009-2010,ACT,Organics,1090
2009-2010,ACT,Organics,27322
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,8608
2009-2010,ACT,Organics,1006
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,24728
2009-2010,ACT,Organics,3907
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,27088
2009-2010,ACT,Organics,8779
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,0
2009-2010,ACT,Organics,60425
2009-2010,ACT,Organics,13691
2009-2010,ACT,Organics,193515
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,618
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,0
2009-2010,ACT,Other,618
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,1385
2009-2010,ACT,Paper & cardboard,738
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,15967
2009-2010,ACT,Paper & cardboard,8503
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,0
