Year,Jurisdiction,Category,Tonnes
2009-2010,ACT,Paper & cardboard,2801
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,0
2009-2010,ACT,Paper & cardboard,17352
2009-2010,ACT,Paper & cardboard,12043
2009-2010,ACT,Paper & cardboard,45597
2009-2010,ACT,Plastics,2005
2009-2010,ACT,Plastics,0
2009-2010,ACT,Plastics,15359
2009-2010,ACT,Plastics,685
2009-2010,ACT,Plastics,6285
2009-2010,ACT,Plastics,1224
2009-2010,ACT,Plastics,23650
2009-2010,ACT,Plastics,1909
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",833
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",3332
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",3512
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",1856
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",10288
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",5436
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",1944
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",1027
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",15744
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",8319
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",4165
2009-2010,NSW,Ash,3539152
2009-2010,NSW,Ash,2847898
2009-2010,NSW,Ash,3539152
2009-2010,NSW,Ash,2847898
2009-2010,NSW,Ash,3539152
2009-2010,NSW,Ash,2847898
2009-2010,NSW,Ash,3539152
2009-2010,NSW,Ash,2847898
2009-2010,NSW,Biosolids,78845
2009-2010,NSW,Biosolids,311229
2009-2010,NSW,Biosolids,78845
2009-2010,NSW,Biosolids,311229
2009-2010,NSW,Biosolids,78845
2009-2010,NSW,Biosolids,311229
2009-2010,NSW,Biosolids,78845
2009-2010,NSW,Biosolids,311229
2009-2010,NSW,Glass,3614
2009-2010,NSW,Glass,10000
2009-2010,NSW,Glass,41656
2009-2010,NSW,Glass,94500
2009-2010,NSW,Glass,94660
2009-2010,NSW,Glass,195000
2009-2010,NSW,Glass,139930
2009-2010,NSW,Glass,299500
2009-2010,NSW,Glass,3614
2009-2010,NSW,Glass,10000
2009-2010,NSW,Glass,41656
2009-2010,NSW,Glass,94500
2009-2010,NSW,Glass,94660
2009-2010,NSW,Glass,195000
2009-2010,NSW,Glass,139930
2009-2010,NSW,Glass,299500
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,20571
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,20571
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,7295
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,7295
2009-2010,NSW,Hazardous,123085
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,104851
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,227936
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,2805
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,9754
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,2805
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,9754
2009-2010,NSW,Hazardous,343084
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,133421
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,476505
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,55
2009-2010,NSW,Hazardous,5266
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,55
2009-2010,NSW,Hazardous,5266
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,19288
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,39335
2009-2010,NSW,Hazardous,49059
2009-2010,NSW,Hazardous,19288
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,39335
2009-2010,NSW,Hazardous,49059
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,201526
2009-2010,NSW,Hazardous,47969
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,201526
2009-2010,NSW,Hazardous,47969
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,13151
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,13151
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,308
2009-2010,NSW,Hazardous,4425
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,308
2009-2010,NSW,Hazardous,4425
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,8610
2009-2010,NSW,Hazardous,19
2009-2010,NSW,Hazardous,578
2009-2010,NSW,Hazardous,665
2009-2010,NSW,Hazardous,8610
2009-2010,NSW,Hazardous,19
2009-2010,NSW,Hazardous,578
2009-2010,NSW,Hazardous,665
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,12
2009-2010,NSW,Hazardous,2002
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,12
2009-2010,NSW,Hazardous,2002
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,15478
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,5233
2009-2010,NSW,Hazardous,8413
2009-2010,NSW,Hazardous,15478
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,5233
2009-2010,NSW,Hazardous,8413
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,6
2009-2010,NSW,Hazardous,31
2009-2010,NSW,Hazardous,19039
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,6
2009-2010,NSW,Hazardous,31
2009-2010,NSW,Hazardous,19039
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,449
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,449
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,140
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,140
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,72
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,72
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,27871
2009-2010,NSW,Hazardous,63343
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,8325
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,27871
2009-2010,NSW,Hazardous,63343
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,8325
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,466169
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,0
2009-2010,NSW,Hazardous,344990
2009-2010,NSW,Hazardous,2830
2009-2010,NSW,Hazardous,255403
2009-2010,NSW,Hazardous,188270
2009-2010,NSW,Hazardous,811160
2009-2010,NSW,Hazardous,2830
2009-2010,NSW,Hazardous,255403
2009-2010,NSW,Hazardous,188270
2009-2010,NSW,Masonry materials,714303
2009-2010,NSW,Masonry materials,3379500
2009-2010,NSW,Masonry materials,281891
2009-2010,NSW,Masonry materials,712500
2009-2010,NSW,Masonry materials,89055
2009-2010,NSW,Masonry materials,215000
2009-2010,NSW,Masonry materials,1085249
2009-2010,NSW,Masonry materials,4307000
2009-2010,NSW,Metals,47580
2009-2010,NSW,Metals,857564
2009-2010,NSW,Metals,44509
2009-2010,NSW,Metals,840383
2009-2010,NSW,Metals,63522
2009-2010,NSW,Metals,299436
2009-2010,NSW,Metals,155611
2009-2010,NSW,Metals,1997383
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,362837
2009-2010,NSW,Organics,111573
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,737118
2009-2010,NSW,Organics,207690
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,1099955
2009-2010,NSW,Organics,319263
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,18431
2009-2010,NSW,Organics,1199
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,97365
2009-2010,NSW,Organics,6686
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,418692
2009-2010,NSW,Organics,26345
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,534488
2009-2010,NSW,Organics,34230
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,39625
2009-2010,NSW,Organics,3280
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,7966
2009-2010,NSW,Organics,604
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,47591
2009-2010,NSW,Organics,3884
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,160195
2009-2010,NSW,Organics,24009
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,262467
2009-2010,NSW,Organics,41520
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,35872
2009-2010,NSW,Organics,5200
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,458534
2009-2010,NSW,Organics,70729
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,178625
2009-2010,NSW,Organics,25209
2009-2010,NSW,Organics,121000
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,762295
2009-2010,NSW,Organics,163058
2009-2010,NSW,Organics,851500
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,1199648
2009-2010,NSW,Organics,239838
2009-2010,NSW,Organics,685000
2009-2010,NSW,Organics,0
2009-2010,NSW,Organics,2140568
2009-2010,NSW,Organics,428105
2009-2010,NSW,Organics,1657500
2009-2010,NSW,Other,10257
2009-2010,NSW,Other,772000
2009-2010,NSW,Other,158330
2009-2010,NSW,Other,9500
2009-2010,NSW,Other,73152
2009-2010,NSW,Other,141500
2009-2010,NSW,Other,241738
2009-2010,NSW,Other,923000
2009-2010,NSW,Other,0
2009-2010,NSW,Other,10257
2009-2010,NSW,Other,0
2009-2010,NSW,Other,772000
2009-2010,NSW,Other,0
2009-2010,NSW,Other,158330
2009-2010,NSW,Other,0
2009-2010,NSW,Other,9500
2009-2010,NSW,Other,0
2009-2010,NSW,Other,73152
2009-2010,NSW,Other,0
2009-2010,NSW,Other,141500
2009-2010,NSW,Other,0
2009-2010,NSW,Other,241738
2009-2010,NSW,Other,0
2009-2010,NSW,Other,923000
2009-2010,NSW,Paper & cardboard,0
2009-2010,NSW,Paper & cardboard,7344
2009-2010,NSW,Paper & cardboard,4903
2009-2010,NSW,Paper & cardboard,0
2009-2010,NSW,Paper & cardboard,0
2009-2010,NSW,Paper & cardboard,192892
2009-2010,NSW,Paper & cardboard,23483
2009-2010,NSW,Paper & cardboard,447723
2009-2010,NSW,Paper & cardboard,0
2009-2010,NSW,Paper & cardboard,11838
2009-2010,NSW,Paper & cardboard,33996
2009-2010,NSW,Paper & cardboard,393053
2009-2010,NSW,Paper & cardboard,0
2009-2010,NSW,Paper & cardboard,212074
2009-2010,NSW,Paper & cardboard,62382
2009-2010,NSW,Paper & cardboard,840776
2009-2010,NSW,Plastics,24693
2009-2010,NSW,Plastics,0
2009-2010,NSW,Plastics,419413
2009-2010,NSW,Plastics,28000
2009-2010,NSW,Plastics,278376
2009-2010,NSW,Plastics,44500
2009-2010,NSW,Plastics,722482
2009-2010,NSW,Plastics,72500
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",8670
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",2302
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",72492
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",38480
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",72500
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",103562
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",10853
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",17000
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",0
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",184724
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",51636
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",89500
2009-2010,NT,Biosolids,1159
2009-2010,NT,Biosolids,9152
2009-2010,NT,Biosolids,1159
2009-2010,NT,Biosolids,9152
2009-2010,NT,Biosolids,1159
2009-2010,NT,Biosolids,9152
2009-2010,NT,Biosolids,1159
2009-2010,NT,Biosolids,9152
2009-2010,NT,Glass,396
2009-2010,NT,Glass,0
2009-2010,NT,Glass,887
2009-2010,NT,Glass,0
2009-2010,NT,Glass,6309
2009-2010,NT,Glass,2766
2009-2010,NT,Glass,7592
2009-2010,NT,Glass,2766
2009-2010,NT,Glass,396
2009-2010,NT,Glass,0
2009-2010,NT,Glass,887
2009-2010,NT,Glass,0
2009-2010,NT,Glass,6309
2009-2010,NT,Glass,2766
2009-2010,NT,Glass,7592
2009-2010,NT,Glass,2766
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,2
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,23
2009-2010,NT,Hazardous,138
2009-2010,NT,Hazardous,2
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,23
2009-2010,NT,Hazardous,138
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,62
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,148
2009-2010,NT,Hazardous,27
2009-2010,NT,Hazardous,62
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,148
2009-2010,NT,Hazardous,27
2009-2010,NT,Hazardous,920
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,783
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,1703
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,37
2009-2010,NT,Hazardous,135
2009-2010,NT,Hazardous,2
2009-2010,NT,Hazardous,105
2009-2010,NT,Hazardous,37
2009-2010,NT,Hazardous,135
2009-2010,NT,Hazardous,2
2009-2010,NT,Hazardous,105
2009-2010,NT,Hazardous,4212
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,218
2009-2010,NT,Hazardous,437
2009-2010,NT,Hazardous,1638
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,85
2009-2010,NT,Hazardous,170
2009-2010,NT,Hazardous,5850
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,303
2009-2010,NT,Hazardous,607
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,116
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,8580
2009-2010,NT,Hazardous,2352
2009-2010,NT,Hazardous,116
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,8580
2009-2010,NT,Hazardous,2352
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,46
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,356
2009-2010,NT,Hazardous,96
2009-2010,NT,Hazardous,46
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,356
2009-2010,NT,Hazardous,96
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,23
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,5403
2009-2010,NT,Hazardous,1237
2009-2010,NT,Hazardous,23
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,5403
2009-2010,NT,Hazardous,1237
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,3
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,7
2009-2010,NT,Hazardous,23
2009-2010,NT,Hazardous,3
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,7
2009-2010,NT,Hazardous,23
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,5
2009-2010,NT,Hazardous,5
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,5
2009-2010,NT,Hazardous,5
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,3
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,5
2009-2010,NT,Hazardous,21
2009-2010,NT,Hazardous,3
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,5
2009-2010,NT,Hazardous,21
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,236
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,167
2009-2010,NT,Hazardous,134
2009-2010,NT,Hazardous,236
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,167
2009-2010,NT,Hazardous,134
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,312
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,129
2009-2010,NT,Hazardous,124
2009-2010,NT,Hazardous,312
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,129
2009-2010,NT,Hazardous,124
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,2
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,2
2009-2010,NT,Hazardous,1
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,2
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,2
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,1220
2009-2010,NT,Hazardous,2677
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,460
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,1220
2009-2010,NT,Hazardous,2677
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,460
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,5132
2009-2010,NT,Hazardous,0
2009-2010,NT,Hazardous,218
2009-2010,NT,Hazardous,437
2009-2010,NT,Hazardous,5938
2009-2010,NT,Hazardous,139
2009-2010,NT,Hazardous,15373
2009-2010,NT,Hazardous,4436
2009-2010,NT,Hazardous,11070
2009-2010,NT,Hazardous,139
2009-2010,NT,Hazardous,15591
2009-2010,NT,Hazardous,4873
2009-2010,NT,Masonry materials,101184
2009-2010,NT,Masonry materials,0
2009-2010,NT,Masonry materials,5294
2009-2010,NT,Masonry materials,0
2009-2010,NT,Masonry materials,4676
2009-2010,NT,Masonry materials,0
2009-2010,NT,Masonry materials,111154
2009-2010,NT,Masonry materials,0
2009-2010,NT,Metals,0
2009-2010,NT,Metals,306
2009-2010,NT,Metals,171
2009-2010,NT,Metals,477
2009-2010,NT,Metals,0
2009-2010,NT,Metals,0
2009-2010,NT,Metals,0
2009-2010,NT,Metals,0
2009-2010,NT,Metals,0
2009-2010,NT,Metals,54
2009-2010,NT,Metals,288
2009-2010,NT,Metals,342
2009-2010,NT,Metals,4369
2009-2010,NT,Metals,0
2009-2010,NT,Metals,987
2009-2010,NT,Metals,360
2009-2010,NT,Metals,4429
2009-2010,NT,Metals,459
2009-2010,NT,Metals,9786
2009-2010,NT,Metals,819
2009-2010,NT,Organics,0
2009-2010,NT,Organics,0
2009-2010,NT,Organics,0
2009-2010,NT,Organics,0
2009-2010,NT,Organics,7228
2009-2010,NT,Organics,1887
2009-2010,NT,Organics,0
2009-2010,NT,Organics,35597
2009-2010,NT,Organics,9295
2009-2010,NT,Organics,0
2009-2010,NT,Organics,42825
